year,state_fips,state_name,state_abbr,population
1915,18,Indiana,IN,2873000
1916,18,Indiana,IN,2897000
1917,18,Indiana,IN,2910000
1918,18,Indiana,IN,2880000
1919,18,Indiana,IN,2906000
1920,18,Indiana,IN,2947000
1921,18,Indiana,IN,2976000
1922,18,Indiana,IN,2965000
1923,18,Indiana,IN,3042000
1924,18,Indiana,IN,3086000
1925,18,Indiana,IN,3119000
1926,18,Indiana,IN,3148000
1927,18,Indiana,IN,3191000
1928,18,Indiana,IN,3212000
1929,18,Indiana,IN,3226000
1930,18,Indiana,IN,3242000
1931,18,Indiana,IN,3257000
1932,18,Indiana,IN,3281000
1933,18,Indiana,IN,3304000
1934,18,Indiana,IN,3319000
1935,18,Indiana,IN,3332000
1936,18,Indiana,IN,3348000
1937,18,Indiana,IN,3374000
1938,18,Indiana,IN,3386000
1939,18,Indiana,IN,3403000
1940,18,Indiana,IN,3433000
1941,18,Indiana,IN,3483000
1942,18,Indiana,IN,3507000
1943,18,Indiana,IN,3449000
1944,18,Indiana,IN,3440000
1945,18,Indiana,IN,3427000
1946,18,Indiana,IN,3702000
1947,18,Indiana,IN,3779000
1948,18,Indiana,IN,3877000
1949,18,Indiana,IN,3958000
1950,18,Indiana,IN,3967000
1951,18,Indiana,IN,4096000
1952,18,Indiana,IN,4148000
1953,18,Indiana,IN,4182000
1954,18,Indiana,IN,4264000
1955,18,Indiana,IN,4363000
1956,18,Indiana,IN,4458000
1957,18,Indiana,IN,4529000
1958,18,Indiana,IN,4583000
1959,18,Indiana,IN,4613000
1960,18,Indiana,IN,4674000
1961,18,Indiana,IN,4730000
1962,18,Indiana,IN,4736000
1963,18,Indiana,IN,4799000
1964,18,Indiana,IN,4856000
1965,18,Indiana,IN,4922000
1966,18,Indiana,IN,4999000
1967,18,Indiana,IN,5053000
1968,18,Indiana,IN,5093000
1969,18,Indiana,IN,5143000
1970,18,Indiana,IN,5206262
1971,18,Indiana,IN,5250028
1972,18,Indiana,IN,5296219
1973,18,Indiana,IN,5329163
1974,18,Indiana,IN,5349955
1975,18,Indiana,IN,5351155
1976,18,Indiana,IN,5371615
1977,18,Indiana,IN,5405151
1978,18,Indiana,IN,5446484
1979,18,Indiana,IN,5474976
1980,18,Indiana,IN,5490224
1981,18,Indiana,IN,5480435
1982,18,Indiana,IN,5467922
1983,18,Indiana,IN,5450395
1984,18,Indiana,IN,5458322
1985,18,Indiana,IN,5459211
1986,18,Indiana,IN,5454108
1987,18,Indiana,IN,5473012
1988,18,Indiana,IN,5491735
1989,18,Indiana,IN,5523693
1990,18,Indiana,IN,5555097
1991,18,Indiana,IN,5602062
1992,18,Indiana,IN,5648649
1993,18,Indiana,IN,5701965
1994,18,Indiana,IN,5745626
1995,18,Indiana,IN,5791819
1996,18,Indiana,IN,5834908
1997,18,Indiana,IN,5872370
1998,18,Indiana,IN,5907617
1999,18,Indiana,IN,5942901
2000,18,Indiana,IN,6091866
2001,18,Indiana,IN,6127760
2002,18,Indiana,IN,6155967
2003,18,Indiana,IN,6196638
2004,18,Indiana,IN,6233007
2005,18,Indiana,IN,6278616
2006,18,Indiana,IN,6332669
2007,18,Indiana,IN,6379599
2008,18,Indiana,IN,6424806
2009,18,Indiana,IN,6459325
2010,18,Indiana,IN,6490555
2011,18,Indiana,IN,6517250
2012,18,Indiana,IN,6538989
2013,18,Indiana,IN,6570575
2014,18,Indiana,IN,6596019
2015,18,Indiana,IN,6611442
2016,18,Indiana,IN,6637898
2017,18,Indiana,IN,6662068
2018,18,Indiana,IN,6698481
2019,18,Indiana,IN,6731010
2020,18,Indiana,IN,6790497
2021,18,Indiana,IN,6815907
2022,18,Indiana,IN,6844545
2023,18,Indiana,IN,6880131
2024,18,Indiana,IN,6924275
1900,19,Iowa,IA,2231000
1901,19,Iowa,IA,2227000
1902,19,Iowa,IA,2222000
1903,19,Iowa,IA,2217000
1904,19,Iowa,IA,2212000
1905,19,Iowa,IA,2211000
1906,19,Iowa,IA,2214000
1907,19,Iowa,IA,2217000
1908,19,Iowa,IA,2220000
1909,19,Iowa,IA,2223000
1910,19,Iowa,IA,2228000
1911,19,Iowa,IA,2249000
1912,19,Iowa,IA,2279000
1913,19,Iowa,IA,2305000
1914,19,Iowa,IA,2338000
1915,19,Iowa,IA,2366000
1916,19,Iowa,IA,2376000
1917,19,Iowa,IA,2382000
1918,19,Iowa,IA,2351000
1919,19,Iowa,IA,2379000
1920,19,Iowa,IA,2400000
1921,19,Iowa,IA,2407000
1922,19,Iowa,IA,2428000
1923,19,Iowa,IA,2425000
1924,19,Iowa,IA,2420000
1925,19,Iowa,IA,2427000
1926,19,Iowa,IA,2432000
1927,19,Iowa,IA,2441000
1928,19,Iowa,IA,2450000
1929,19,Iowa,IA,2460000
1930,19,Iowa,IA,2475000
1931,19,Iowa,IA,2482000
1932,19,Iowa,IA,2489000
1933,19,Iowa,IA,2495000
1934,19,Iowa,IA,2510000
1935,19,Iowa,IA,2524000
1936,19,Iowa,IA,2509000
1937,19,Iowa,IA,2498000
1938,19,Iowa,IA,2494000
1939,19,Iowa,IA,2520000
1940,19,Iowa,IA,2537000
1941,19,Iowa,IA,2491000
1942,19,Iowa,IA,2439000
1943,19,Iowa,IA,2334000
1944,19,Iowa,IA,2301000
1945,19,Iowa,IA,2308000
1946,19,Iowa,IA,2467000
1947,19,Iowa,IA,2509000
1948,19,Iowa,IA,2543000
1949,19,Iowa,IA,2578000
1950,19,Iowa,IA,2625000
1951,19,Iowa,IA,2617000
1952,19,Iowa,IA,2626000
1953,19,Iowa,IA,2629000
1954,19,Iowa,IA,2626000
1955,19,Iowa,IA,2679000
1956,19,Iowa,IA,2703000
1957,19,Iowa,IA,2716000
1958,19,Iowa,IA,2708000
1959,19,Iowa,IA,2729000
1960,19,Iowa,IA,2756000
1961,19,Iowa,IA,2756000
1962,19,Iowa,IA,2750000
1963,19,Iowa,IA,2747000
1964,19,Iowa,IA,2746000
1965,19,Iowa,IA,2742000
1966,19,Iowa,IA,2762000
1967,19,Iowa,IA,2793000
1968,19,Iowa,IA,2803000
1969,19,Iowa,IA,2805000
1970,19,Iowa,IA,2830777
1971,19,Iowa,IA,2851875
1972,19,Iowa,IA,2860464
1973,19,Iowa,IA,2864033
1974,19,Iowa,IA,2867942
1975,19,Iowa,IA,2881482
1976,19,Iowa,IA,2903776
1977,19,Iowa,IA,2914404
1978,19,Iowa,IA,2919047
1979,19,Iowa,IA,2916824
1980,19,Iowa,IA,2913808
1981,19,Iowa,IA,2907983
1982,19,Iowa,IA,2888189
1983,19,Iowa,IA,2870543
1984,19,Iowa,IA,2858618
1985,19,Iowa,IA,2829684
1986,19,Iowa,IA,2791970
1987,19,Iowa,IA,2767011
1988,19,Iowa,IA,2768388
1989,19,Iowa,IA,2770592
1990,19,Iowa,IA,2779769
1991,19,Iowa,IA,2791227
1992,19,Iowa,IA,2806923
1993,19,Iowa,IA,2820525
1994,19,Iowa,IA,2829422
1995,19,Iowa,IA,2840860
1996,19,Iowa,IA,2848473
1997,19,Iowa,IA,2854396
1998,19,Iowa,IA,2861025
1999,19,Iowa,IA,2869413
2000,19,Iowa,IA,2929067
2001,19,Iowa,IA,2931997
2002,19,Iowa,IA,2934234
2003,19,Iowa,IA,2941999
2004,19,Iowa,IA,2953635
2005,19,Iowa,IA,2964454
2006,19,Iowa,IA,2982644
2007,19,Iowa,IA,2999212
2008,19,Iowa,IA,3016734
2009,19,Iowa,IA,3032870
2010,19,Iowa,IA,3050819
2011,19,Iowa,IA,3066772
2012,19,Iowa,IA,3076844
2013,19,Iowa,IA,3093935
2014,19,Iowa,IA,3110643
2015,19,Iowa,IA,3122541
2016,19,Iowa,IA,3133210
2017,19,Iowa,IA,3143734
2018,19,Iowa,IA,3149900
2019,19,Iowa,IA,3159596
2020,19,Iowa,IA,3191141
2021,19,Iowa,IA,3198613
2022,19,Iowa,IA,3202820
2023,19,Iowa,IA,3218414
2024,19,Iowa,IA,3241488
1900,20,Kansas,KS,1473000
1901,20,Kansas,KS,1490000
1902,20,Kansas,KS,1505000
1903,20,Kansas,KS,1498000
1904,20,Kansas,KS,1527000
1905,20,Kansas,KS,1555000
1906,20,Kansas,KS,1576000
1907,20,Kansas,KS,1612000
1908,20,Kansas,KS,1629000
1909,20,Kansas,KS,1658000
1910,20,Kansas,KS,1692000
1911,20,Kansas,KS,1684000
1912,20,Kansas,KS,1671000
1913,20,Kansas,KS,1663000
1914,20,Kansas,KS,1662000
1915,20,Kansas,KS,1687000
1916,20,Kansas,KS,1727000
1917,20,Kansas,KS,1748000
1918,20,Kansas,KS,1729000
1919,20,Kansas,KS,1756000
1920,20,Kansas,KS,1769000
1921,20,Kansas,KS,1779000
1922,20,Kansas,KS,1799000
1923,20,Kansas,KS,1808000
1924,20,Kansas,KS,1807000
1925,20,Kansas,KS,1825000
1926,20,Kansas,KS,1836000
1927,20,Kansas,KS,1836000
1928,20,Kansas,KS,1850000
1929,20,Kansas,KS,1867000
1930,20,Kansas,KS,1883000
1931,20,Kansas,KS,1881000
1932,20,Kansas,KS,1883000
1933,20,Kansas,KS,1877000
1934,20,Kansas,KS,1868000
1935,20,Kansas,KS,1872000
1936,20,Kansas,KS,1869000
1937,20,Kansas,KS,1856000
1938,20,Kansas,KS,1842000
1939,20,Kansas,KS,1824000
1940,20,Kansas,KS,1788000
1941,20,Kansas,KS,1765000
1942,20,Kansas,KS,1760000
1943,20,Kansas,KS,1796000
1944,20,Kansas,KS,1779000
1945,20,Kansas,KS,1731000
1946,20,Kansas,KS,1805000
1947,20,Kansas,KS,1853000
1948,20,Kansas,KS,1892000
1949,20,Kansas,KS,1925000
1950,20,Kansas,KS,1916000
1951,20,Kansas,KS,1950000
1952,20,Kansas,KS,1977000
1953,20,Kansas,KS,1994000
1954,20,Kansas,KS,2042000
1955,20,Kansas,KS,2093000
1956,20,Kansas,KS,2119000
1957,20,Kansas,KS,2128000
1958,20,Kansas,KS,2142000
1959,20,Kansas,KS,2160000
1960,20,Kansas,KS,2183000
1961,20,Kansas,KS,2215000
1962,20,Kansas,KS,2231000
1963,20,Kansas,KS,2217000
1964,20,Kansas,KS,2209000
1965,20,Kansas,KS,2206000
1966,20,Kansas,KS,2200000
1967,20,Kansas,KS,2197000
1968,20,Kansas,KS,2216000
1969,20,Kansas,KS,2236000
1970,20,Kansas,KS,2248359
1971,20,Kansas,KS,2246461
1972,20,Kansas,KS,2255791
1973,20,Kansas,KS,2264585
1974,20,Kansas,KS,2268075
1975,20,Kansas,KS,2278947
1976,20,Kansas,KS,2298892
1977,20,Kansas,KS,2318147
1978,20,Kansas,KS,2333141
1979,20,Kansas,KS,2347705
1980,20,Kansas,KS,2363679
1981,20,Kansas,KS,2384849
1982,20,Kansas,KS,2401202
1983,20,Kansas,KS,2415531
1984,20,Kansas,KS,2424086
1985,20,Kansas,KS,2427405
1986,20,Kansas,KS,2432619
1987,20,Kansas,KS,2445367
1988,20,Kansas,KS,2461996
1989,20,Kansas,KS,2472849
1990,20,Kansas,KS,2480683
1991,20,Kansas,KS,2495209
1992,20,Kansas,KS,2526042
1993,20,Kansas,KS,2547605
1994,20,Kansas,KS,2569118
1995,20,Kansas,KS,2586942
1996,20,Kansas,KS,2598266
1997,20,Kansas,KS,2616339
1998,20,Kansas,KS,2638667
1999,20,Kansas,KS,2654052
2000,20,Kansas,KS,2693681
2001,20,Kansas,KS,2702162
2002,20,Kansas,KS,2713535
2003,20,Kansas,KS,2723004
2004,20,Kansas,KS,2734373
2005,20,Kansas,KS,2745299
2006,20,Kansas,KS,2762931
2007,20,Kansas,KS,2783785
2008,20,Kansas,KS,2808076
2009,20,Kansas,KS,2832704
2010,20,Kansas,KS,2858266
2011,20,Kansas,KS,2869677
2012,20,Kansas,KS,2886024
2013,20,Kansas,KS,2894306
2014,20,Kansas,KS,2901861
2015,20,Kansas,KS,2910717
2016,20,Kansas,KS,2912977
2017,20,Kansas,KS,2910892
2018,20,Kansas,KS,2912748
2019,20,Kansas,KS,2912635
2020,20,Kansas,KS,2938172
2021,20,Kansas,KS,2938338
2022,20,Kansas,KS,2937324
2023,20,Kansas,KS,2951500
2024,20,Kansas,KS,2970606
1900,21,Kentucky,KY,2148000
1901,21,Kentucky,KY,2162000
1902,21,Kentucky,KY,2177000
1903,21,Kentucky,KY,2191000
1904,21,Kentucky,KY,2205000
1905,21,Kentucky,KY,2220000
1906,21,Kentucky,KY,2234000
1907,21,Kentucky,KY,2249000
1908,21,Kentucky,KY,2263000
1909,21,Kentucky,KY,2278000
1910,21,Kentucky,KY,2299000
1911,21,Kentucky,KY,2324000
1912,21,Kentucky,KY,2347000
1913,21,Kentucky,KY,2374000
1914,21,Kentucky,KY,2395000
1915,21,Kentucky,KY,2401000
1916,21,Kentucky,KY,2411000
1917,21,Kentucky,KY,2421000
1918,21,Kentucky,KY,2425000
1919,21,Kentucky,KY,2413000
1920,21,Kentucky,KY,2421000
1921,21,Kentucky,KY,2436000
1922,21,Kentucky,KY,2450000
1923,21,Kentucky,KY,2480000
1924,21,Kentucky,KY,2531000
1925,21,Kentucky,KY,2520000
1926,21,Kentucky,KY,2545000
1927,21,Kentucky,KY,2551000
1928,21,Kentucky,KY,2567000
1929,21,Kentucky,KY,2606000
1930,21,Kentucky,KY,2623000
1931,21,Kentucky,KY,2652000
1932,21,Kentucky,KY,2676000
1933,21,Kentucky,KY,2698000
1934,21,Kentucky,KY,2722000
1935,21,Kentucky,KY,2748000
1936,21,Kentucky,KY,2768000
1937,21,Kentucky,KY,2784000
1938,21,Kentucky,KY,2800000
1939,21,Kentucky,KY,2825000
1940,21,Kentucky,KY,2859000
1941,21,Kentucky,KY,2824000
1942,21,Kentucky,KY,2797000
1943,21,Kentucky,KY,2693000
1944,21,Kentucky,KY,2631000
1945,21,Kentucky,KY,2597000
1946,21,Kentucky,KY,2761000
1947,21,Kentucky,KY,2803000
1948,21,Kentucky,KY,2817000
1949,21,Kentucky,KY,2849000
1950,21,Kentucky,KY,2936000
1951,21,Kentucky,KY,2941000
1952,21,Kentucky,KY,2920000
1953,21,Kentucky,KY,2903000
1954,21,Kentucky,KY,2902000
1955,21,Kentucky,KY,2910000
1956,21,Kentucky,KY,2898000
1957,21,Kentucky,KY,2928000
1958,21,Kentucky,KY,2961000
1959,21,Kentucky,KY,2999000
1960,21,Kentucky,KY,3041000
1961,21,Kentucky,KY,3054000
1962,21,Kentucky,KY,3079000
1963,21,Kentucky,KY,3096000
1964,21,Kentucky,KY,3129000
1965,21,Kentucky,KY,3140000
1966,21,Kentucky,KY,3147000
1967,21,Kentucky,KY,3172000
1968,21,Kentucky,KY,3195000
1969,21,Kentucky,KY,3198000
1970,21,Kentucky,KY,3236121
1971,21,Kentucky,KY,3298565
1972,21,Kentucky,KY,3336275
1973,21,Kentucky,KY,3371741
1974,21,Kentucky,KY,3417229
1975,21,Kentucky,KY,3468957
1976,21,Kentucky,KY,3530680
1977,21,Kentucky,KY,3575221
1978,21,Kentucky,KY,3611577
1979,21,Kentucky,KY,3643920
1980,21,Kentucky,KY,3660777
1981,21,Kentucky,KY,3670394
1982,21,Kentucky,KY,3683445
1983,21,Kentucky,KY,3694484
1984,21,Kentucky,KY,3695453
1985,21,Kentucky,KY,3694826
1986,21,Kentucky,KY,3687809
1987,21,Kentucky,KY,3683329
1988,21,Kentucky,KY,3679999
1989,21,Kentucky,KY,3677306
1990,21,Kentucky,KY,3692584
1991,21,Kentucky,KY,3714686
1992,21,Kentucky,KY,3756358
1993,21,Kentucky,KY,3792288
1994,21,Kentucky,KY,3823215
1995,21,Kentucky,KY,3855248
1996,21,Kentucky,KY,3881051
1997,21,Kentucky,KY,3907816
1998,21,Kentucky,KY,3934310
1999,21,Kentucky,KY,3960825
2000,21,Kentucky,KY,4049021
2001,21,Kentucky,KY,4068132
2002,21,Kentucky,KY,4089875
2003,21,Kentucky,KY,4117170
2004,21,Kentucky,KY,4146101
2005,21,Kentucky,KY,4182742
2006,21,Kentucky,KY,4219239
2007,21,Kentucky,KY,4256672
2008,21,Kentucky,KY,4289878
2009,21,Kentucky,KY,4317074
2010,21,Kentucky,KY,4348464
2011,21,Kentucky,KY,4370817
2012,21,Kentucky,KY,4387865
2013,21,Kentucky,KY,4406906
2014,21,Kentucky,KY,4416992
2015,21,Kentucky,KY,4429126
2016,21,Kentucky,KY,4440306
2017,21,Kentucky,KY,4455590
2018,21,Kentucky,KY,4464273
2019,21,Kentucky,KY,4472345
2020,21,Kentucky,KY,4508318
2021,21,Kentucky,KY,4507583
2022,21,Kentucky,KY,4519233
2023,21,Kentucky,KY,4550595
2024,21,Kentucky,KY,4588372
1900,22,Louisiana,LA,1384000
1901,22,Louisiana,LA,1412000
1902,22,Louisiana,LA,1440000
1903,22,Louisiana,LA,1467000
1904,22,Louisiana,LA,1495000
1905,22,Louisiana,LA,1523000
1906,22,Louisiana,LA,1551000
1907,22,Louisiana,LA,1579000
1908,22,Louisiana,LA,1607000
1909,22,Louisiana,LA,1634000
1910,22,Louisiana,LA,1667000
1911,22,Louisiana,LA,1695000
1912,22,Louisiana,LA,1709000
1913,22,Louisiana,LA,1727000
1914,22,Louisiana,LA,1740000
1915,22,Louisiana,LA,1755000
1916,22,Louisiana,LA,1799000
1917,22,Louisiana,LA,1795000
1918,22,Louisiana,LA,1746000
1919,22,Louisiana,LA,1756000
1920,22,Louisiana,LA,1813000
1921,22,Louisiana,LA,1847000
1922,22,Louisiana,LA,1871000
1923,22,Louisiana,LA,1903000
1924,22,Louisiana,LA,1939000
1925,22,Louisiana,LA,1972000
1926,22,Louisiana,LA,2005000
1927,22,Louisiana,LA,2039000
1928,22,Louisiana,LA,2064000
1929,22,Louisiana,LA,2086000
1930,22,Louisiana,LA,2105000
1931,22,Louisiana,LA,2124000
1932,22,Louisiana,LA,2155000
1933,22,Louisiana,LA,2178000
1934,22,Louisiana,LA,2202000
1935,22,Louisiana,LA,2228000
1936,22,Louisiana,LA,2246000
1937,22,Louisiana,LA,2257000
1938,22,Louisiana,LA,2285000
1939,22,Louisiana,LA,2334000
1940,22,Louisiana,LA,2370000
1941,22,Louisiana,LA,2484000
1942,22,Louisiana,LA,2546000
1943,22,Louisiana,LA,2565000
1944,22,Louisiana,LA,2508000
1945,22,Louisiana,LA,2429000
1946,22,Louisiana,LA,2556000
1947,22,Louisiana,LA,2579000
1948,22,Louisiana,LA,2596000
1949,22,Louisiana,LA,2634000
1950,22,Louisiana,LA,2697000
1951,22,Louisiana,LA,2769000
1952,22,Louisiana,LA,2842000
1953,22,Louisiana,LA,2866000
1954,22,Louisiana,LA,2883000
1955,22,Louisiana,LA,2946000
1956,22,Louisiana,LA,3032000
1957,22,Louisiana,LA,3115000
1958,22,Louisiana,LA,3155000
1959,22,Louisiana,LA,3208000
1960,22,Louisiana,LA,3260000
1961,22,Louisiana,LA,3287000
1962,22,Louisiana,LA,3345000
1963,22,Louisiana,LA,3377000
1964,22,Louisiana,LA,3446000
1965,22,Louisiana,LA,3496000
1966,22,Louisiana,LA,3550000
1967,22,Louisiana,LA,3581000
1968,22,Louisiana,LA,3603000
1969,22,Louisiana,LA,3619000
1970,22,Louisiana,LA,3657391
1971,22,Louisiana,LA,3710415
1972,22,Louisiana,LA,3761799
1973,22,Louisiana,LA,3788684
1974,22,Louisiana,LA,3820684
1975,22,Louisiana,LA,3886835
1976,22,Louisiana,LA,3951506
1977,22,Louisiana,LA,4015423
1978,22,Louisiana,LA,4073143
1979,22,Louisiana,LA,4139128
1980,22,Louisiana,LA,4205900
1981,22,Louisiana,LA,4283303
1982,22,Louisiana,LA,4352608
1983,22,Louisiana,LA,4395316
1984,22,Louisiana,LA,4400477
1985,22,Louisiana,LA,4408118
1986,22,Louisiana,LA,4406919
1987,22,Louisiana,LA,4344148
1988,22,Louisiana,LA,4288863
1989,22,Louisiana,LA,4252894
1990,22,Louisiana,LA,4219179
1991,22,Louisiana,LA,4240950
1992,22,Louisiana,LA,4270849
1993,22,Louisiana,LA,4284749
1994,22,Louisiana,LA,4306500
1995,22,Louisiana,LA,4327978
1996,22,Louisiana,LA,4338763
1997,22,Louisiana,LA,4351390
1998,22,Louisiana,LA,4362758
1999,22,Louisiana,LA,4372035
2000,22,Louisiana,LA,4471885
2001,22,Louisiana,LA,4477875
2002,22,Louisiana,LA,4497267
2003,22,Louisiana,LA,4521042
2004,22,Louisiana,LA,4552238
2005,22,Louisiana,LA,4576628
2006,22,Louisiana,LA,4302665
2007,22,Louisiana,LA,4375581
2008,22,Louisiana,LA,4435586
2009,22,Louisiana,LA,4491648
2010,22,Louisiana,LA,4544635
2011,22,Louisiana,LA,4576244
2012,22,Louisiana,LA,4602067
2013,22,Louisiana,LA,4626040
2014,22,Louisiana,LA,4645938
2015,22,Louisiana,LA,4666998
2016,22,Louisiana,LA,4681346
2017,22,Louisiana,LA,4673673
2018,22,Louisiana,LA,4664450
2019,22,Louisiana,LA,4658285
2020,22,Louisiana,LA,4652301
2021,22,Louisiana,LA,4627971
2022,22,Louisiana,LA,4593687
2023,22,Louisiana,LA,4588071
2024,22,Louisiana,LA,4597740
1900,23,Maine,ME,695000
1901,23,Maine,ME,699000
1902,23,Maine,ME,703000
1903,23,Maine,ME,709000
1904,23,Maine,ME,719000
1905,23,Maine,ME,723000
1906,23,Maine,ME,729000
1907,23,Maine,ME,731000
1908,23,Maine,ME,735000
1909,23,Maine,ME,740000
1910,23,Maine,ME,745000
1911,23,Maine,ME,751000
1912,23,Maine,ME,753000
1913,23,Maine,ME,763000
1914,23,Maine,ME,772000
1915,23,Maine,ME,774000
1916,23,Maine,ME,775000
1917,23,Maine,ME,777000
1918,23,Maine,ME,760000
1919,23,Maine,ME,762000
1920,23,Maine,ME,771000
1921,23,Maine,ME,775000
1922,23,Maine,ME,778000
1923,23,Maine,ME,781000
1924,23,Maine,ME,788000
1925,23,Maine,ME,792000
1926,23,Maine,ME,793000
1927,23,Maine,ME,796000
1928,23,Maine,ME,797000
1929,23,Maine,ME,797000
1930,23,Maine,ME,800000
1931,23,Maine,ME,807000
1932,23,Maine,ME,815000
1933,23,Maine,ME,821000
1934,23,Maine,ME,829000
1935,23,Maine,ME,836000
1936,23,Maine,ME,840000
1937,23,Maine,ME,842000
1938,23,Maine,ME,843000
1939,23,Maine,ME,846000
1940,23,Maine,ME,849000
1941,23,Maine,ME,852000
1942,23,Maine,ME,839000
1943,23,Maine,ME,806000
1944,23,Maine,ME,801000
1945,23,Maine,ME,800000
1946,23,Maine,ME,832000
1947,23,Maine,ME,854000
1948,23,Maine,ME,878000
1949,23,Maine,ME,903000
1950,23,Maine,ME,917000
1951,23,Maine,ME,916000
1952,23,Maine,ME,915000
1953,23,Maine,ME,913000
1954,23,Maine,ME,927000
1955,23,Maine,ME,934000
1956,23,Maine,ME,938000
1957,23,Maine,ME,943000
1958,23,Maine,ME,944000
1959,23,Maine,ME,957000
1960,23,Maine,ME,975000
1961,23,Maine,ME,995000
1962,23,Maine,ME,994000
1963,23,Maine,ME,993000
1964,23,Maine,ME,993000
1965,23,Maine,ME,997000
1966,23,Maine,ME,999000
1967,23,Maine,ME,1004000
1968,23,Maine,ME,994000
1969,23,Maine,ME,992000
1970,23,Maine,ME,998135
1971,23,Maine,ME,1015679
1972,23,Maine,ME,1034816
1973,23,Maine,ME,1046432
1974,23,Maine,ME,1060069
1975,23,Maine,ME,1073287
1976,23,Maine,ME,1089964
1977,23,Maine,ME,1105357
1978,23,Maine,ME,1115461
1979,23,Maine,ME,1124939
1980,23,Maine,ME,1124660
1981,23,Maine,ME,1133033
1982,23,Maine,ME,1136684
1983,23,Maine,ME,1144772
1984,23,Maine,ME,1155635
1985,23,Maine,ME,1162936
1986,23,Maine,ME,1170126
1987,23,Maine,ME,1184574
1988,23,Maine,ME,1203840
1989,23,Maine,ME,1219961
1990,23,Maine,ME,1231296
1991,23,Maine,ME,1235439
1992,23,Maine,ME,1235748
1993,23,Maine,ME,1238256
1994,23,Maine,ME,1237687
1995,23,Maine,ME,1237438
1996,23,Maine,ME,1241436
1997,23,Maine,ME,1245215
1998,23,Maine,ME,1247554
1999,23,Maine,ME,1253040
2000,23,Maine,ME,1277072
2001,23,Maine,ME,1285692
2002,23,Maine,ME,1295960
2003,23,Maine,ME,1306513
2004,23,Maine,ME,1313688
2005,23,Maine,ME,1318787
2006,23,Maine,ME,1323619
2007,23,Maine,ME,1327040
2008,23,Maine,ME,1330509
2009,23,Maine,ME,1329590
2010,23,Maine,ME,1327651
2011,23,Maine,ME,1328473
2012,23,Maine,ME,1328094
2013,23,Maine,ME,1328543
2014,23,Maine,ME,1331217
2015,23,Maine,ME,1329098
2016,23,Maine,ME,1332348
2017,23,Maine,ME,1335743
2018,23,Maine,ME,1340123
2019,23,Maine,ME,1345770
2020,23,Maine,ME,1364571
2021,23,Maine,ME,1378931
2022,23,Maine,ME,1390922
2023,23,Maine,ME,1399646
2024,23,Maine,ME,1405012
1900,24,Maryland,MD,1189000
1901,24,Maryland,MD,1200000
1902,24,Maryland,MD,1210000
1903,24,Maryland,MD,1209000
1904,24,Maryland,MD,1217000
1905,24,Maryland,MD,1237000
1906,24,Maryland,MD,1251000
1907,24,Maryland,MD,1257000
1908,24,Maryland,MD,1269000
1909,24,Maryland,MD,1289000
1910,24,Maryland,MD,1302000
1911,24,Maryland,MD,1324000
1912,24,Maryland,MD,1345000
1913,24,Maryland,MD,1368000
1914,24,Maryland,MD,1389000
1915,24,Maryland,MD,1401000
1916,24,Maryland,MD,1415000
1917,24,Maryland,MD,1428000
1918,24,Maryland,MD,1467000
1919,24,Maryland,MD,1445000
1920,24,Maryland,MD,1464000
1921,24,Maryland,MD,1492000
1922,24,Maryland,MD,1509000
1923,24,Maryland,MD,1521000
1924,24,Maryland,MD,1537000
1925,24,Maryland,MD,1556000
1926,24,Maryland,MD,1576000
1927,24,Maryland,MD,1599000
1928,24,Maryland,MD,1610000
1929,24,Maryland,MD,1621000
1930,24,Maryland,MD,1636000
1931,24,Maryland,MD,1657000
1932,24,Maryland,MD,1678000
1933,24,Maryland,MD,1694000
1934,24,Maryland,MD,1710000
1935,24,Maryland,MD,1729000
1936,24,Maryland,MD,1745000
1937,24,Maryland,MD,1754000
1938,24,Maryland,MD,1766000
1939,24,Maryland,MD,1793000
1940,24,Maryland,MD,1839000
1941,24,Maryland,MD,1913000
1942,24,Maryland,MD,1998000
1943,24,Maryland,MD,2089000
1944,24,Maryland,MD,2118000
1945,24,Maryland,MD,2096000
1946,24,Maryland,MD,2214000
1947,24,Maryland,MD,2248000
1948,24,Maryland,MD,2271000
1949,24,Maryland,MD,2329000
1950,24,Maryland,MD,2355000
1951,24,Maryland,MD,2441000
1952,24,Maryland,MD,2500000
1953,24,Maryland,MD,2567000
1954,24,Maryland,MD,2685000
1955,24,Maryland,MD,2742000
1956,24,Maryland,MD,2811000
1957,24,Maryland,MD,2873000
1958,24,Maryland,MD,2982000
1959,24,Maryland,MD,3066000
1960,24,Maryland,MD,3113000
1961,24,Maryland,MD,3176000
1962,24,Maryland,MD,3263000
1963,24,Maryland,MD,3386000
1964,24,Maryland,MD,3492000
1965,24,Maryland,MD,3600000
1966,24,Maryland,MD,3695000
1967,24,Maryland,MD,3757000
1968,24,Maryland,MD,3815000
1969,24,Maryland,MD,3868000
1970,24,Maryland,MD,3943493
1971,24,Maryland,MD,4022470
1972,24,Maryland,MD,4081123
1973,24,Maryland,MD,4109069
1974,24,Maryland,MD,4133329
1975,24,Maryland,MD,4157172
1976,24,Maryland,MD,4172112
1977,24,Maryland,MD,4194629
1978,24,Maryland,MD,4211619
1979,24,Maryland,MD,4223366
1980,24,Maryland,MD,4216975
1981,24,Maryland,MD,4261905
1982,24,Maryland,MD,4282923
1983,24,Maryland,MD,4313327
